;Name;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
922;FIFA 2001 Major League Soccer;PS;2000;Sports;Electronic Arts;0.18;0.12;0.0;0.02;0.32;85.0;10.0;7.8;5.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
923;Karaoke Revolution Volume 3;PS2;2004;Misc;Konami Digital Entertainment;0.16;0.12;0.0;0.04;0.32;82.0;25.0;7.8;10.0;Harmonix Music Systems;E;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
925;Persona 4: Dancing All Night;PSV;2015;Misc;Nippon Ichi Software;0.09;0.04;0.15;0.04;0.32;76.0;51.0;8.6;83.0;Atlus, Dingo Inc.;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
927;NFL Fever 2004;XB;2003;Sports;Microsoft Game Studios;0.24;0.07;0.0;0.01;0.32;74.0;29.0;8.8;16.0;Microsoft Game Studios;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
928;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08;94.0;23.0;7.9;46.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
929;Marvel Nemesis: Rise of the Imperfects;PS2;2005;Fighting;Electronic Arts;0.64;0.02;0.0;0.1;0.77;53.0;30.0;6.3;46.0;EA Canada, Nihilistic;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
930;Phineas and Ferb: Across the 2nd Dimension;Wii;2011;Action;Disney Interactive Studios;0.35;0.18;0.0;0.05;0.57;76.0;4.0;8.3;6.0;High Impact Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
931;Shenmue II;XB;2002;Adventure;Microsoft Game Studios;0.22;0.08;0.0;0.01;0.32;80.0;31.0;9.3;96.0;Sega AM2;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;T
932;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment;0.26;0.35;0.0;0.12;0.73;71.0;70.0;7.0;87.0;TT Games;E10+;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
933;Harry Potter and the Half-Blood Prince;Wii;2009;Action;Electronic Arts;0.28;0.39;0.0;0.08;0.75;60.0;35.0;6.0;8.0;EA Bright Light;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
934;Fishing Master;Wii;2007;Misc;Konami Digital Entertainment;0.29;0.0;0.0;0.02;0.31;58.0;9.0;8.1;9.0;Hudson Soft;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
938;NBA Inside Drive 2003;XB;2002;Sports;Microsoft Game Studios;0.23;0.07;0.0;0.01;0.31;72.0;21.0;7.8;12.0;High Voltage Software;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
939;Catherine;PS3;2011;Adventure;Deep Silver;0.3;0.14;0.2;0.06;0.7;79.0;61.0;8.1;372.0;Atlus;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;M
941;Sonic Boom: Rise of Lyric;WiiU;2014;Action;Sega;0.19;0.09;0.0;0.03;0.31;32.0;28.0;3.6;587.0;Big Red Button Entertainment;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
942;Fuel;X360;2009;Racing;Codemasters;0.09;0.18;0.0;0.04;0.31;66.0;45.0;7.0;45.0;Asobo Studio;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
949;Blade II;PS2;2002;Action;Activision;0.15;0.12;0.0;0.04;0.31;49.0;21.0;6.1;14.0;Mucky Foot Productions;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
952;Burnout;PS2;2001;Racing;Acclaim Entertainment;0.36;0.28;0.0;0.1;0.74;79.0;25.0;7.7;33.0;Criterion Games;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
954;Charlie and the Chocolate Factory;PS2;2005;Adventure;Global Star;0.17;0.13;0.0;0.04;0.35;35.0;21.0;4.1;28.0;High Voltage Software, Backbone Entertainment;E;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
955;The King of Fighters XIII;X360;2011;Fighting;Rising Star Games;0.23;0.06;0.01;0.03;0.33;79.0;31.0;8.2;51.0;SNK Playmore;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
957;NBA Live 2003;PS2;2002;Sports;Electronic Arts;1.25;0.15;0.03;0.22;1.66;83.0;22.0;8.3;28.0;EA Canada;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
959;Full Spectrum Warrior;XB;2004;Strategy;THQ;0.54;0.16;0.0;0.03;0.73;84.0;67.0;8.7;27.0;Pandemic Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
961;Fist of the North Star: Ken's Rage 2;PS3;2012;Fighting;Tecmo Koei;0.0;0.0;0.3;0.0;0.3;49.0;19.0;7.0;19.0;Koei, Omega Force;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;M
962;MLB SlugFest Loaded;PS2;2004;Sports;Midway Games;0.14;0.11;0.0;0.04;0.3;77.0;30.0;9.5;4.0;Point of View;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
964;Radiant Historia;DS;2010;Role-Playing;Atlus;0.19;0.0;0.09;0.01;0.29;85.0;30.0;9.0;81.0;Atlus;E10+;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
965;Harry Potter and the Order of the Phoenix;DS;2007;Action;Electronic Arts;0.28;0.46;0.0;0.1;0.84;51.0;15.0;4.9;19.0;Visual Impact;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
967;Ben 10 Alien Force: Vilgax Attacks;Wii;2009;Action;D3Publisher;0.25;0.14;0.0;0.04;0.44;65.0;5.0;4.0;6.0;Papaya Studios;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
969;NieR;PS3;2010;Role-Playing;Square Enix;0.17;0.18;0.2;0.07;0.61;68.0;58.0;8.4;263.0;Cavia Inc.;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
974;Sonic Boom: Shattered Crystal;3DS;2014;Action;Sega;0.17;0.09;0.0;0.03;0.29;47.0;21.0;6.3;160.0;Sanzaru Games;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
976;Sakura Wars: So Long, My Love;PS2;2005;Role-Playing;Sega;0.07;0.05;0.15;0.02;0.29;81.0;15.0;7.3;26.0;RED Entertainment;T;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;T
977;Feel the Magic XY/XX;DS;2004;Puzzle;Sega;0.17;0.0;0.1;0.02;0.29;75.0;55.0;8.1;18.0;Sonic Team;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
981;World of Tanks;PC;2011;Shooter;Wargaming.net;0.0;0.23;0.0;0.05;0.29;80.0;38.0;3.7;1466.0;Wargaming.net;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;T
982;Links 2004;XB;2003;Sports;Microsoft Game Studios;0.21;0.06;0.0;0.01;0.29;80.0;41.0;9.0;9.0;Indie Built;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
984;The Warriors;PS2;2005;Action;Take-Two Interactive;0.44;0.02;0.0;0.07;0.53;84.0;52.0;8.5;72.0;Rockstar Toronto;M;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;T
986;Marvel Nemesis: Rise of the Imperfects;PS2;2005;Fighting;Electronic Arts;0.64;0.02;0.0;0.1;0.77;53.0;30.0;6.3;46.0;EA Canada, Nihilistic;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
987;SAW;PS3;2009;Action;Konami Digital Entertainment;0.13;0.17;0.0;0.06;0.36;59.0;41.0;6.4;28.0;Zombie Studios;M;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;T
988;Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
992;Assassin's Creed II: Discovery;DS;2009;Action;Ubisoft;0.15;0.11;0.0;0.03;0.28;69.0;20.0;7.3;22.0;Griptonite Games;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
994;Dead or Alive;PS;1998;Fighting;Sony Computer Entertainment;0.09;0.06;0.1;0.02;0.28;84.0;10.0;8.6;18.0;Team Ninja;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;M
996;Kenka Bancho: Badass Rumble;PSP;2008;Action;Spike;0.06;0.0;0.2;0.01;0.28;70.0;21.0;7.5;6.0;Bullets;T;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
997;Silent Hill 2: Restless Dreams;XB;2001;Action;Konami Digital Entertainment;0.21;0.06;0.0;0.01;0.28;84.0;23.0;8.3;39.0;KCET;M;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
998;Pac-Man Fever;PS2;2001;Misc;Sony Computer Entertainment;0.25;0.2;0.0;0.07;0.51;47.0;14.0;6.3;7.0;Mass Media;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1002;Tao Feng: Fist of the Lotus;XB;2003;Fighting;Microsoft Game Studios;0.21;0.06;0.0;0.01;0.27;65.0;32.0;6.5;8.0;Studio Gigante;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1004;Dynasty Warriors;PSP;2004;Action;Tecmo Koei;0.18;0.0;0.3;0.02;0.51;62.0;26.0;7.3;24.0;Koei;T;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1005;GRID 2;PS3;2013;Racing;Codemasters;0.07;0.22;0.01;0.08;0.37;82.0;20.0;6.6;173.0;Codemasters;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1006;The Evil Within;PS4;2014;Action;Bethesda Softworks;0.55;0.86;0.11;0.27;1.79;75.0;65.0;7.3;1223.0;Tango Gameworks;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;M
1010;The Warriors;PS2;2005;Action;Take-Two Interactive;0.44;0.02;0.0;0.07;0.53;84.0;52.0;8.5;72.0;Rockstar Toronto;M;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;T
1012;Fullmetal Alchemist 2: Curse of the Crimson Elixir;PS2;2004;Role-Playing;Square Enix;0.13;0.1;0.0;0.03;0.27;67.0;21.0;8.4;20.0;Racjin;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1013;NASCAR 06: Total Team Control;PS2;2005;Racing;Electronic Arts;0.53;0.02;0.0;0.09;0.63;78.0;18.0;7.7;18.0;EA Sports;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1014;NHL 2002;PS2;2001;Sports;Electronic Arts;0.59;0.46;0.0;0.15;1.2;92.0;22.0;8.5;26.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
1015;LEGO The Hobbit;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1016;Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix;0.31;0.2;0.45;0.11;1.07;66.0;62.0;5.9;552.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1017;Harry Potter and the Order of the Phoenix;DS;2007;Action;Electronic Arts;0.28;0.46;0.0;0.1;0.84;51.0;15.0;4.9;19.0;Visual Impact;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1018;Gun;PS2;2005;Shooter;Activision;0.98;0.04;0.0;0.16;1.17;77.0;43.0;8.7;70.0;Neversoft Entertainment;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1019;MotoGP;PS2;2000;Racing;Namco Bandai Games;0.06;0.05;0.14;0.02;0.27;77.0;16.0;6.0;5.0;Namco;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1020;Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;1.94;0.84;0.03;0.24;3.04;93.0;74.0;5.8;3725.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1021;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment;0.26;0.35;0.0;0.12;0.73;71.0;70.0;7.0;87.0;TT Games;E10+;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1022;NBA Live 2004;PS2;2003;Sports;Electronic Arts;1.57;0.18;0.0;0.27;2.03;86.0;19.0;7.7;41.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1025;InuYasha: Feudal Combat;PS2;2005;Fighting;Namco Bandai Games;0.13;0.1;0.0;0.03;0.27;52.0;14.0;8.3;21.0;Eighting;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1028;Plants vs. Zombies;DS;2011;Strategy;Mastertronic;0.9;0.12;0.0;0.08;1.1;81.0;23.0;7.4;29.0;TOSE;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1032;MLB SlugFest 2006;PS2;2006;Sports;Midway Games;0.13;0.1;0.0;0.03;0.26;56.0;11.0;7.5;10.0;Blue Shift;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1036;Project CARS;PS4;2015;Racing;Slightly Mad Studios;0.2;0.7;0.02;0.16;1.09;83.0;37.0;6.6;363.0;Slightly Mad Studios;E;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1040;Legendary;X360;2008;Shooter;Atari;0.08;0.15;0.0;0.03;0.26;47.0;39.0;7.1;87.0;Spark Unlimited;M;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;ET
1041;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft;0.71;1.02;0.0;0.31;2.04;82.0;41.0;8.2;68.0;Ubisoft Montpellier;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1043;Castlevania: Harmony of Dissonance;GBA;2002;Platform;Konami Digital Entertainment;0.16;0.06;0.04;0.0;0.26;87.0;27.0;8.2;39.0;KCET;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1044;Madden NFL 2005;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30.0;7.9;78.0;EA Tiburon;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1048;Final Fantasy Crystal Chronicles: Echoes of Time;DS;2009;Role-Playing;Square Enix;0.12;0.06;0.27;0.02;0.47;75.0;37.0;7.3;21.0;Square Enix;E10+;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1051;Prison Break: The Conspiracy;PS3;2010;Action;Deep Silver;0.05;0.15;0.0;0.05;0.25;42.0;33.0;3.8;20.0;ZootFly;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1053;XIII;PS2;2003;Shooter;Ubisoft;0.28;0.22;0.0;0.07;0.57;73.0;37.0;8.6;35.0;Ubisoft Paris;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1056;Michael Jackson: The Experience;Wii;2010;Misc;Ubisoft;2.64;1.33;0.01;0.39;4.36;56.0;37.0;8.3;31.0;Ubisoft Paris, Ubisoft Montpellier;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1057;Cars;PS2;2006;Racing;THQ;1.01;0.04;0.0;0.16;1.21;71.0;30.0;8.4;12.0;Rainbow Studios;E;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1061;L.A. Noire: The Complete Edition;PC;2011;Adventure;Take-Two Interactive;0.08;0.13;0.0;0.03;0.25;83.0;28.0;7.9;903.0;Rockstar Leeds;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;M
1062;Sid Meier's Civilization VI;PC;2016;Strategy;Take-Two Interactive;0.09;0.13;0.0;0.02;0.25;88.0;81.0;7.3;684.0;Firaxis Games;E10+;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;ET
1065;Sword Art Online: Lost Song;PSV;2015;Role-Playing;Namco Bandai Games;0.06;0.04;0.23;0.03;0.36;70.0;4.0;7.1;27.0;Bandai Namco Games, Artdink;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1069;MLB;PSP;2005;Sports;Sony Computer Entertainment;0.23;0.0;0.0;0.02;0.24;80.0;26.0;7.9;18.0;989 Sports;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1070;Ys: Memories of Celceta;PSV;2012;Action;Nihon Falcom Corporation;0.1;0.01;0.1;0.04;0.24;82.0;56.0;8.8;237.0;Falcom;T;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;T
1071;TimeSplitters: Future Perfect;PS2;2005;Shooter;Electronic Arts;0.12;0.09;0.0;0.03;0.24;84.0;39.0;9.1;117.0;Free Radical Design;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1072;Homefront;X360;2011;Shooter;THQ;0.83;0.48;0.02;0.12;1.45;70.0;85.0;6.0;399.0;Kaos Studios;M;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1073;Percy Jackson and the Olympians: The Lightning Thief;DS;2010;Role-Playing;Activision;0.22;0.01;0.0;0.02;0.24;56.0;6.0;6.9;12.0;Griptonite Games;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1074;Fuel;X360;2009;Racing;Codemasters;0.09;0.18;0.0;0.04;0.31;66.0;45.0;7.0;45.0;Asobo Studio;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1075;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft;0.71;1.02;0.0;0.31;2.04;82.0;41.0;8.2;68.0;Ubisoft Montpellier;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1076;The Simpsons: Road Rage;PS2;2001;Racing;Electronic Arts;2.02;1.17;0.0;0.42;3.61;64.0;23.0;7.7;32.0;Fox Interactive;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1080;Harvest Moon: Another Wonderful Life;GC;2004;Role-Playing;Marvelous Interactive;0.19;0.05;0.0;0.01;0.24;70.0;12.0;9.2;60.0;Marvelous;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1082;LEGO The Hobbit;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1084;The Hobbit;PS2;2003;Platform;Vivendi Games;0.26;0.2;0.0;0.07;0.54;59.0;17.0;8.6;14.0;Inevitable Entertainment;E;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1089;Rocket League;PS4;2016;Sports;505 Games;0.03;0.28;0.0;0.05;0.37;85.0;50.0;8.7;1290.0;Psyonix;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1090;X-Men: Destiny;PS3;2011;Action;Activision;0.14;0.07;0.0;0.03;0.24;50.0;33.0;4.8;37.0;Silicon Knights;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1091;Harry Potter and the Order of the Phoenix;DS;2007;Action;Electronic Arts;0.28;0.46;0.0;0.1;0.84;51.0;15.0;4.9;19.0;Visual Impact;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1093;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment;0.26;0.35;0.0;0.12;0.73;71.0;70.0;7.0;87.0;TT Games;E10+;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1094;X-Men: Destiny;PS3;2011;Action;Activision;0.14;0.07;0.0;0.03;0.24;50.0;33.0;4.8;37.0;Silicon Knights;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1096;Karaoke Revolution Volume 2;PS2;2004;Misc;Konami Digital Entertainment;0.11;0.09;0.0;0.03;0.23;76.0;26.0;7.0;4.0;Harmonix Music Systems;E;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
1099;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1100;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1101;The Legend of Heroes: Trails of Cold Steel;PSV;2013;Role-Playing;Nippon Ichi Software;0.05;0.02;0.14;0.02;0.23;77.0;20.0;7.5;132.0;Falcom;T;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;T
